,pretty_comp,act_layer_1_0,act_layer_1_1,act_layer_2_0,act_layer_2_1,act_layer_3_0,act_layer_3_1,act_layer_4_0,act_layer_4_1,act_layer_5_0,act_layer_5_1,act_layer_6_0,act_layer_6_1,act_layer_7_0,act_layer_7_1,act_layer_8_0,act_layer_8_1,act_layer_9_0,act_layer_9_1,act_layer_10_0,act_layer_10_1,act_layer_11_0,act_layer_11_1,act_layer_12_0,act_layer_12_1,act_layer_13_0,act_layer_13_1,act_layer_14_0,act_layer_14_1,act_layer_15_0,act_layer_15_1,act_layer_16_0,act_layer_16_1
3145,BH,-2.53033199598,0.227188100927,16.2058332943,80.1074462909,-1348.75751745,339.852116302,-68026.7207617,-1089.7091522,-214537.942048,-32755.9075051,-60183.1943518,-207.044377479,-103663.352341,-32.2412609795,-165677.764713,-15.1617569653,-22624.4183329,-0.974918566636,-10538.2874019,-4.88298768093,-3294.79900699,-835.268056664,-763.462493241,-0.283960391133,-234.864192672,-0.0806942472851,-41.4718358513,-3.57852586046,-3.69973799745,-1.12730954661,0.377409852606,-1.13660081928
3146,CsPm,4.52077732562,3.7959991265,170.456556052,-103.652170768,6460.65951083,-3102.88836106,185206.94907,-15480.9679286,153475.118619,813654.903582,143635.010647,-162.160115016,247396.653169,-26.441499423,392997.620043,-11.8966963504,53666.6691885,-0.76496368791,24995.4455434,-3.93801241804,12422.4517752,-636.233542396,1814.11262887,-0.222896276866,558.07173205,-0.0633431720107,-42.8929106642,114.22605988,8.90905074935,-1.3661626015,2.70357789822,-0.716084882526
3147,SrMn,1.73936096704,2.88049409326,98.0658379977,-41.7668595025,2847.05410948,-1704.94811848,48151.6949709,-9172.55172482,148753.100466,-96948.2312013,26376.232252,-187.982507994,45428.1033743,-29.7781142585,69921.3075482,-13.7848478106,9548.30200272,-0.88637847872,4446.64636331,-4.48453647168,-3695.03543826,2686.39810118,317.533771867,-0.258351019406,97.6812169171,-0.0734174712615,-42.2451773152,45.8373303415,1.59588798805,-1.58514507986,1.98628464917,-1.24156404785
3148,LaTa,3.21726970662,4.01071704257,158.919610359,-73.462420904,4714.54710706,-1960.7888011,173233.694506,-7976.95780122,584985.261159,-155438.277523,135022.026482,-164.056841768,232561.499871,-26.687092325,351377.807543,-12.1399345783,47983.1848137,-0.780604771442,22348.2757382,-4.00824927173,11199.8864189,-651.715429478,1613.61604689,-0.227646146651,496.393283273,-0.0646927741326,110.713846349,-4.91295490607,7.53836146307,-1.40720598406,2.59162011936,-0.834571340005
3149,CeNp,3.69084874202,-0.687704501207,-7.60682709725,-54.5706023413,-1036.2003297,-0.56620347463,-64758.7877781,-2337.13428826,-209159.347409,-42934.3284539,-60387.9760851,-207.089473927,-104016.071909,-32.2470863358,-166420.545963,-15.1660979939,-22725.8503397,-0.97519770992,-10585.5308865,-4.88424313865,-3314.45013038,-835.516907551,-766.685210525,-0.284036739005,-235.855593141,-0.0807159404999,-41.4951695711,-3.70525020429,-3.71660936246,-1.09121958952,0.349130266505,-1.11148469308
3150,AcB,-2.24368841227,0.900191029871,5.240615362,48.0803270365,-1453.53724735,421.13621996,-70220.7778759,-2103.96000877,-226418.561475,-39684.9880535,-64476.1669188,-207.989763626,-111057.642651,-32.3634173238,-177966.312565,-15.233574795,-24302.5065973,-0.979536705261,-11319.8825039,-4.9037720455,-3649.11858012,-834.6634288,-819.920848294,-0.285297919345,-252.232400588,-0.0810743000331,-41.3187958705,-6.35332602695,-3.80662821731,1.44562764207,-1.4555071628,0.494257779536
3151,SbW,-3.77827197455,1.854545163,44.9530528852,94.4423626617,1512.39770546,-291.088421523,54145.4810681,-8496.49386831,-71077.9481706,344476.194835,25175.2400937,-188.246987054,43359.4933695,-29.8119294454,64814.9950483,-13.8146905785,8851.0012215,-0.888297466976,4121.86771234,-4.49315089863,3156.83461836,-753.568159993,294.583332421,-0.258894727423,90.620996742,-0.0735719595221,28.0435556383,-5.6960455571,1.28980265695,-1.594310379,1.94026634295,-1.24932930921
3152,LaCr,2.19993228862,2.27793644842,130.204307742,-55.4919928313,1537.26821281,-1521.0214545,-4067.8950896,-6369.88476264,-15785.3840657,-74166.6301591,-14318.8917573,-196.944271871,-24665.8835516,-30.9364050884,-30037.770575,-14.3690375888,-4101.81713736,-0.923943929702,-1911.10459053,-4.65347871425,-3691.79285738,2557.67875559,-134.467875955,-0.269059176866,-41.3674332151,-0.0764601511384,1.50427307002,-5.94743773059,-0.716144308972,-1.65437566845,1.63868289691,-1.30021937171
3153,TlSi,-2.49272872826,-2.07724998631,44.9320019216,97.6960655003,2166.30226159,-1269.01491108,35259.1425623,-5475.99175536,148256.301268,-97253.3570675,26105.9197586,-188.042035439,44962.5122313,-29.7854510365,85153.1200479,-13.6958286907,11628.3176276,-0.880654226485,5415.44542633,-4.45882884861,3718.17015722,-746.459719219,386.640461301,-0.256713845481,118.940417709,-0.0729522776427,-42.2710014014,48.5638789271,1.8874520434,-1.5764146001,2.03011975152,-1.23416715031
3154,NdTa,3.51771577369,4.13285932319,174.800028515,-88.0028282435,4678.17523311,-2598.5680237,116525.190048,-11294.9368855,367609.993105,-130887.45623,79071.8559692,-176.378028377,136191.95855,-28.2787981871,216535.338796,-12.9279929857,29569.4895019,-0.831279696806,13771.8183546,-4.23644067224,-3722.12858052,4757.67816635,1022.51912323,-0.241649544566,314.554916326,-0.0686717950722,74.6550380967,-5.2545203631,4.8128890966,-1.48881645999,2.36900362905,-1.07016943407
3155,AcTc,-2.98565437727,2.98387194855,15.5096382552,45.8804918863,-1079.29603227,26.4657329906,-65332.6109081,-2257.35407528,-210591.261745,-42799.9770122,-60767.3295915,-207.173014072,-104669.477027,-32.2578907943,-168046.917057,-15.1756029772,-22947.942869,-0.975808913818,-10688.9738674,-4.88699052285,-3360.18233898,-836.096034782,-774.185134229,-0.284214416154,-238.162784604,-0.0807664266972,-41.4851789794,-4.04790809857,-3.73678737223,-0.990118869069,0.275443339345,-1.04593087569
3156,RbEr,5.6152959445,3.44591387675,191.439913778,-121.66122268,7577.38394767,-3887.0468005,191549.528572,-16969.5157438,610180.386776,-178827.169534,133406.682771,-164.412568142,229779.204137,-26.733038918,396445.307542,-11.8765470669,54137.4738759,-0.763668022266,25214.7297406,-3.93200333403,12532.9926551,-634.833714229,1832.24104683,-0.222466805082,563.648574247,-0.0632211496374,-42.9007568717,115.054475104,8.99763768003,-1.36350998918,2.71081379057,-0.708427038114
3157,PuW,-1.55582804398,5.54829233135,98.6356127495,46.5874640904,487.679159606,-774.115866136,-26451.2604424,-2395.82028574,-78406.5793828,-63899.8240783,-29177.4499894,-200.21638109,-50258.5216634,-31.3584968751,-82516.6611991,-14.6757394117,-11268.1804183,-0.943665931085,-5248.9471477,-4.7423091602,-968.61819388,-805.810597809,-381.976817536,-0.274922794248,-117.508267096,-0.0781262476755,-41.5143310877,-6.13998638188,-1.94009293461,-1.6910251062,1.45946171063,-1.34092974528
3158,NaNb,0.713336363785,4.68184115471,168.648437778,-50.4173554963,10806.5522182,-1461.27932209,543882.305677,-27878.5111069,1798429.70281,-348621.471396,425216.253793,-100.151098589,732397.063436,-18.4306481695,1171516.24503,-7.34680822245,159978.895747,-0.472389923932,74511.9824064,-2.62110294608,-4038.01844556,30138.9868502,5443.64998137,-0.13691062247,1674.62149371,-0.0389107571551,-44.4638083893,280.083970128,26.6450996092,-0.835081308449,4.16425934574,0.834329620997
3159,KNi,-1.25340990194,2.87087504389,88.52680978,44.6160197961,5808.62783802,-570.781542463,274481.523121,-17991.3094782,264531.96654,1049005.48556,202649.290461,-149.164159016,349043.869076,-24.762814379,524295.37004,-11.1293543051,71596.3098128,-0.715620892504,33346.4494952,-3.71591826014,15998.5243821,-590.948149665,2400.57625175,-0.209002644291,738.484787761,-0.0593953233693,160.631605487,-4.4401111533,11.3113491932,-1.2942291188,2.89979765749,-0.508422812044
3160,TaI,-0.746268252382,1.7334712422,14.2503728667,15.3249297112,426.637367106,92.8667797563,38119.1730896,2466.44176677,-13327.5674692,323037.737754,37271.3335493,-185.583219932,64194.0144338,-29.4681701493,117927.682547,-13.5042846633,16103.9152837,-0.868337275795,7500.02254043,-4.40331660476,4652.23341569,-734.631262097,539.823566727,-0.253084856912,166.063928013,-0.071921097742,43.6298678689,-5.54840490788,2.46787987356,-1.55903449673,2.11738397991,-1.21944191671
3161,YbMo,1.14831213731,4.4959788167,149.878019248,-54.811964529,6984.23195394,-2712.74013977,202804.956467,-19471.5507805,676012.231791,-190905.39509,148520.354279,-161.084278607,255811.254223,-26.3036170805,456296.370041,-11.5267601383,62310.5598131,-0.741175496304,29021.4720597,-3.83123965814,-3832.74070661,13785.9824619,2136.37434753,-0.215261726764,657.208709542,-0.0611738322294,142.66977565,-4.61025378736,9.95372095327,-1.33488140651,2.78890656435,-0.625780381359
3162,NaOs,-3.03824468235,3.56845481985,115.879024512,83.4909111793,13933.7389112,1374.2897825,938133.359525,-39868.2273408,3187370.39535,-595422.750941,747255.027203,-29.2326405003,1287082.22638,-9.25902516415,2026747.99501,-2.34858639321,276766.864492,-0.150986669487,128907.753972,-1.17425160552,58176.6288167,-56.8281152365,9317.64119121,-0.0451337272491,2866.37215465,-0.0128326685076,589.605113357,-0.376678683546,43.7349169084,-0.323350519874,5.95907573069,2.88522059986
3163,EuB,1.05834546396,1.07844186073,37.4325679436,-20.4433218938,1918.41911479,-530.43867327,68393.4995106,-9937.7605778,229287.729681,-115881.101351,43226.2084043,-184.271854414,74450.7955153,-29.2984447094,115364.901297,-13.5192622986,15753.95044,-0.869300387329,7337.02113491,-4.4076881058,4607.6169007,-735.196260805,532.506672197,-0.253258198003,163.813042008,-0.0719703590693,42.8510260212,-5.55578245263,2.40901175595,-1.56079722056,2.10853348336,-1.22093544897
3164,YbNp,2.91805682562,-0.430680177697,-22.0403821717,-51.7508456125,-1025.44278649,7.44671556398,-63696.7237989,-2234.53094965,-204853.575188,-43696.7538876,-59388.5908555,-206.869392169,-102294.713489,-32.2186399501,-164466.219791,-15.1546763462,-22458.9732646,-0.974463257892,-10461.2288647,-4.88093131528,-3260.69159226,-834.836139351,-757.868995012,-0.283827878209,-233.143472683,-0.0806565952763,-37.4450044459,-6.31638302914,-3.69343127502,-1.14102555146,0.390581587242,-1.14833525348
3165,CeNb,2.89912272565,3.86333078972,162.341069162,-84.3072938379,3855.02164273,-2326.30322973,83482.5765156,-11580.9928136,274102.381841,-124284.539149,53443.2862806,-182.021878731,92048.8673685,-29.0072381259,134552.151297,-13.4071264573,18374.1027836,-0.862089666058,8557.39649959,-4.37513253544,5121.64571209,-728.686886093,616.805622369,-0.251261111408,189.745815207,-0.0714029012577,48.0974687011,-5.50608575775,2.80555934494,-1.54892315504,2.16815231134,-1.21087516557
3166,GdMo,1.39512961851,3.94769021568,118.801604763,-53.3169165778,3204.7100052,-1715.71755772,71832.9161745,-11069.6448698,227325.144812,-114394.621759,43219.7787169,-184.273270342,74439.7205272,-29.298269067,117721.776297,-13.505488039,16075.7980962,-0.86841465496,7486.92670915,-4.40366753376,4677.25678601,-734.314380066,543.927326491,-0.252987636679,167.326356833,-0.0718934978633,43.5618015056,-5.54904966348,2.46273523386,-1.5591885458,2.11661058447,-1.21957242148
3167,CsSm,4.6879723935,3.65934519346,175.284517774,-107.262146856,6404.41212724,-3311.95329106,162411.592429,-14024.8384511,81275.37351,668321.578849,106260.636557,-170.390592839,183022.384512,-27.5044594439,300862.745044,-12.4351592213,41084.9934077,-0.799588757477,19135.3388112,-4.0936826988,-3787.82529731,10207.8941163,1412.73225789,-0.232405189575,434.595645643,-0.0660450993901,98.686240727,-5.02688586525,6.62926574024,-1.43442758995,2.51736521784,-0.913156323756
3168,RbNi,-1.27833597403,3.57850160827,114.035638721,53.7594297964,6706.25425025,-623.301102508,294318.046185,-24513.9624847,953884.922322,-219010.909446,221334.477506,-145.049360539,381227.560981,-24.2326205851,646341.245038,-10.4160828947,88262.5363746,-0.669755042504,41109.0001,-3.50959998345,-3804.61038887,11104.8597595,3040.99617345,-0.193830758536,935.496294915,-0.0550843840556,199.705161619,-4.06998863108,14.2646878745,-1.20579550328,3.14102620311,-0.253127323806
3169,SbN,-3.76543973209,-2.86022414308,-89.1253501585,21.8174934214,-1229.33921439,425.712174892,-15510.7918692,36741.783968,44755.7452829,140423.986578,33760.3570722,-186.356397135,58146.6479056,-29.5675467603,90106.0262979,-13.6668824733,12304.6691901,-0.878792890975,5730.46598145,-4.45038769256,-3726.80092116,5346.51997898,429.55489,-0.255697180029,132.142129011,-0.0726633983813,36.4436864153,-5.61647569201,1.92471886977,-1.57529869686,2.03572264339,-1.23322171879
3170,RbTm,5.60967189459,3.43406897924,194.266148002,-127.303033109,7056.61341168,-3878.79267958,163579.210896,-14882.1382874,103407.84177,715198.974777,118018.261271,-167.801362335,203273.920916,-27.170352202,324158.776294,-12.2990104734,44266.2395013,-0.790833892925,20617.0524062,-4.05436000561,10477.6566435,-660.861345295,1495.17293169,-0.230452126527,459.95677624,-0.0654901169947,103.314249916,-4.9830472541,6.97906978583,-1.42395319476,2.54593718292,-0.882918220073
3171,OsSe,-5.381082363,0.138222227811,-61.4465563405,55.029368542,287.173371526,40.8544148524,35264.1009061,11566.4872324,168821.829472,-88776.0880475,35657.7554635,-185.938557485,61414.7596298,-29.5148963075,92064.7450478,-13.6554351542,12572.1457526,-0.878056789144,5855.0476944,-4.44713038712,3953.94360207,-743.474015566,425.306476915,-0.255797827176,130.835190395,-0.0726919854564,37.0633405543,-5.61060604575,1.97155486895,-1.57389625807,2.042764173,-1.23203349346
3172,IrN,-5.41302879033,-0.66979058341,-81.9355047561,37.9763511794,-548.494571065,239.427469986,13991.5752325,32575.3395872,109033.619081,311608.000842,74563.4342039,-177.37086013,128426.575201,-28.4075274603,205511.338796,-12.9924204317,28064.083252,-0.83542261044,13070.6510415,-4.25495752847,7123.83074149,-703.332329477,945.157062707,-0.243482292587,290.756135533,-0.0691925739406,69.3656820236,-5.3046235532,4.41309793023,-1.50078764993,2.33634873334,-1.10472855941
3173,TlCr,-2.73422682508,1.11138445362,124.220000925,83.747327474,2953.37011274,-1608.06429766,65336.1899595,-9102.25515549,216301.904706,-112416.990331,40671.3959665,-184.834467906,70050.3411935,-29.3711139446,106456.807548,-13.5713237762,14537.4855963,-0.872648127373,6770.43464829,-4.42279745288,4348.8516598,-738.473119764,490.070026702,-0.25426354452,150.758326391,-0.0722560169192,40.5215726054,-5.57784809649,2.23294212155,-1.56606938066,2.08206234338,-1.2254022417
3174,KSc,4.18118936287,3.30279075436,166.997549677,-105.456367229,6705.10772042,-2923.01979514,215810.889446,-15395.8709927,187172.175833,893749.838176,162663.853934,-157.969637544,280172.261432,-25.9014995728,466347.307541,-11.4680195511,63683.0910631,-0.737398257815,29660.7485737,-3.81418952289,-3770.60376451,8497.62533129,2178.99373228,-0.214252051058,670.31963909,-0.0608869441221,146.736698899,-4.57173003782,10.2611154391,-1.32567690655,2.81401454624,-0.599208258725
3175,BaMn,1.39140608625,2.83755191297,90.2689746766,-33.0972104826,3047.30297967,-1497.31438381,74435.3746211,-9854.0991039,237557.519726,-112525.840903,47046.0364363,-183.430662804,81030.1323524,-29.1899536364,136525.776297,-13.3955920216,18643.6145024,-0.861347963428,8682.92546129,-4.37174512395,5186.01551507,-727.871742742,627.362018851,-0.251011024807,192.993258613,-0.0713318485045,-41.8069706178,-5.42438050757,2.96503316755,-1.54414793342,2.19212836753,-1.20682936571
3176,ErW,2.14026916528,5.48726846212,166.058875907,-49.0708797048,3716.43107963,-2219.53998638,70037.8025842,-9769.49232072,226022.176113,-109054.422602,44932.0443003,-183.89620011,77388.956095,-29.2501283375,132734.495047,-13.4177493664,18125.8879399,-0.862772759183,8441.78688441,-4.37828105697,5080.99274429,-729.201692646,610.138630183,-0.251419055969,187.694877029,-0.0714477661324,48.3574666457,-5.50362293878,2.8252109631,-1.54833471469,2.17110680531,-1.2103765777
3177,TlV,-2.10506462639,1.73228176122,102.914835782,58.4329916355,2884.26126227,-1152.75051516,85719.0141747,-6860.9989641,307247.686531,-126699.394408,62498.4344976,-180.027779876,107645.610845,-28.7490009627,154351.651297,-13.2914124498,21077.8645023,-0.854648849808,9816.71380284,-4.34156236637,5704.20121741,-721.309727476,712.342731717,-0.248997786893,219.135781344,-0.0707597719002,54.4078125949,-5.44631130594,3.28252105997,-1.53464120045,2.23986098286,-1.19877480471
3178,YbCr,1.53958229975,3.02857074792,141.53181414,-58.8647402551,3487.64265669,-2055.3723923,71802.4987114,-10382.0765367,-28905.8251224,406231.223678,44015.1536976,-184.098115137,75809.6874893,-29.2763699196,125604.463797,-13.4594193322,17152.2316899,-0.86545228423,7988.29223456,-4.39038469033,4863.02889671,-731.961865473,574.393390936,-0.252265879542,176.698610049,-0.0716883938298,45.4578944975,-5.53108900696,2.60604978845,-1.55489719097,2.13815714911,-1.21593661893
3179,GeH,-3.01434085895,-2.64780855332,-25.5212204778,80.1055277342,-818.732536355,2.14412517046,-18608.6755819,34285.7903514,40294.9114694,157893.322185,34171.3804997,-186.265882731,58854.6021021,-29.5565021911,98295.5575477,-13.6190204829,13423.0090338,-0.875715193253,6251.34964761,-4.43649187419,4127.72742285,-741.273314003,453.806354837,-0.255122650035,139.602571998,-0.0725001248392,37.9530095775,-5.6021786955,2.03879976582,-1.57188270324,2.05287406691,-1.2303275204
3180,OsAu,-5.91401492498,1.20855414215,53.4569546459,139.078849409,3409.16823289,-1512.92590656,87536.5461648,-11496.7900351,294656.294976,-123789.866175,59844.0361248,-180.612323898,103073.629138,-28.8263285142,165045.870047,-13.2289123408,22538.235596,-0.85062987399,10496.9051111,-4.32363617195,5994.31353681,-717.635906566,759.920124282,-0.247870653367,233.77195266,-0.070439488726,57.3801505998,-5.41815596641,3.50718240014,-1.52791402937,2.26235355685,-1.18303867259
3181,YbTa,2.76078664039,4.60162996155,188.881094379,-93.6706151126,8167.55306656,-3695.94481364,233130.863094,-20310.4404398,756143.792103,-195608.01745,170859.68186,-156.164775747,294288.896849,-25.666843414,466174.745041,-11.4690280563,63659.5207506,-0.737463123873,29649.7679912,-3.81418912703,14390.7869984,-611.307640881,2136.91292175,-0.215248967656,657.374380956,-0.0611702037963,144.097902858,-4.59672591592,10.0616645015,-1.33164918723,2.79772335966,-0.616449445596
3182,EuMo,1.09606048936,4.21091431711,155.217991439,-56.7303920052,8088.6789265,-2445.39522275,284624.036552,-23800.7138602,933397.857761,-226227.276429,212303.508976,-147.038134613,365672.462799,-24.4877090366,567335.182539,-10.8778171863,77473.7004375,-0.699446174383,36083.9345882,-3.64319265205,17270.5291062,-574.840189952,2609.18074388,-0.204060693837,802.657505341,-0.0579911028174,172.095485518,-4.33152005969,12.1778371006,-1.26828334464,2.97057228774,-0.433521047253
3183,RbLu,5.29689022559,3.81620781944,198.506313067,-109.434393969,7855.1019298,-3275.03615513,261392.56211,-16528.279791,873718.510597,-224917.20278,194801.493777,-150.892378368,335526.689048,-24.9868984531,544796.12004,-11.0095419898,74395.8254376,-0.707916559238,34650.3662835,-3.68117983062,16591.4530734,-583.439630797,2497.81453297,-0.206699018117,768.398076389,-0.0587407353077,165.953156141,-4.38970300147,11.7135737574,-1.28218506415,2.93265125317,-0.473653399787
3184,CdOs,-4.84760278357,1.7940938832,81.7731010254,98.1172262112,3097.09926278,-1454.30248855,95016.0594563,-9831.23468909,333797.828616,-132941.411455,68053.2937374,-178.804504654,117213.397371,-28.5921889265,183864.151296,-13.1189328596,25108.0051271,-0.843557807412,11693.8140068,-4.29174537244,6491.14354147,-711.344327967,841.398517814,-0.245940387246,258.837026095,-0.069891027419,62.0752954079,-5.37368141609,3.86206055216,-1.51728769712,2.29133994698,-1.15236197717
3185,CdW,-2.74127337279,4.23101009,167.720131912,91.3159337245,6293.58597473,-769.079199091,326195.07713,-14331.7878985,1157554.60047,-270436.081586,262549.945253,-135.973008052,452217.79447,-23.0587819564,741437.557536,-9.86031252599,101248.614499,-0.634017048115,47157.4627461,-3.34889780812,-3821.29088233,12366.7595198,3516.15437644,-0.18257401007,1081.66860143,-0.051885758026,-43.6149018679,190.455053247,17.0606134486,-1.12207540412,3.36939732761,-0.0114390212248
3186,CdRe,-3.88600900416,3.46302838707,138.463396525,110.279858629,4807.07942603,-1766.26240295,175019.46233,-14195.5348345,605766.893173,-178887.084682,132050.526554,-164.711216988,227443.337173,-26.7711416394,371679.745043,-12.0212841807,50755.5598136,-0.772975129818,23639.5523182,-3.97395132967,11779.3757655,-644.377098989,1708.6504707,-0.225394731022,525.628577091,-0.0640530798901,116.049831161,-4.86241002731,7.94167643361,-1.39512927872,2.62456289419,-0.799707548235
3187,InRe,-3.90200672072,2.69566558875,102.520556009,122.455918857,3540.81562861,-1556.43215385,101906.106664,-6713.3744509,351540.30986,-132311.128852,73658.684226,-177.570101584,126868.21839,-28.4316930707,212091.495046,-12.9539640945,28962.6496582,-0.83294973442,13489.1725386,-4.24388413399,-3762.13394617,8161.24853163,998.813190621,-0.242211150614,307.262294399,-0.0688313870885,71.8722056359,-5.28088061979,4.60255125307,-1.49511473391,2.35182323061,-1.08835168608
3188,EuCr,1.49599976555,2.68583458978,126.988095475,-68.395703542,3412.9224281,-1983.68944283,67886.5136706,-10532.4990851,217189.16691,-112766.249322,40801.5600258,-184.805803549,70274.538072,-29.3676911756,114135.182547,-13.5264491308,15586.0207525,-0.869762533804,7258.80562147,-4.40975664196,4555.64648726,-735.85438519,523.983722981,-0.253460111166,161.191154049,-0.0720277182444,42.3205859657,-5.56080702246,2.36891883292,-1.56199774733,2.1025057793,-1.22195249886
3189,AcV,-0.895316081458,3.43381455639,36.1242696493,-10.6512454883,-680.129557478,-263.782447289,-58214.763056,-2559.43268532,-187734.31974,-46475.9601775,-55315.7403687,-205.972480677,-95279.5652692,-32.1027151969,-153320.010807,-15.0895346755,-20936.8793925,-0.970274419527,-9752.29040492,-4.86209352013,-2948.51693667,-830.882933297,-706.673419312,-0.282615028016,-217.394246494,-0.0803119691632,-34.2709339175,-6.28631678726,-3.43848404343,-1.41177039466,0.687974503452,-1.37063185858
3190,EuRe,-0.16339845411,4.17184909102,154.653047447,-10.222680776,10973.3208565,-1472.86072651,547732.188883,-31199.1712314,1834517.72146,-383603.122811,422318.660113,-100.789198386,727406.196668,-18.5122627856,1116544.49503,-7.66807903687,152472.114497,-0.493048763623,71015.5865855,-2.71423385954,32618.5008955,-380.482019276,5126.19539161,-0.144431289153,1576.96334443,-0.0410477097967,331.290197683,-2.82355523073,24.2104225807,-0.907984322793,3.95339364184,0.606612311731
3191,CsY,4.88187997235,3.73199721609,173.874749959,-118.265833388,8930.80629378,-2789.90780187,368122.104084,-20970.2084342,412197.458248,1403863.61222,286536.819669,-130.690687138,493533.203209,-22.375255466,764659.932536,-9.72459424653,104419.794186,-0.625289886552,48634.4871626,-3.30952701152,22785.3631523,-505.003401645,3513.59431784,-0.182634659208,1080.88108719,-0.051902980412,-43.6138025448,190.33898494,17.048201499,-1.12244706268,3.36838348606,-0.012511983678
3192,NaFe,-1.10725843883,3.40017255122,109.569170542,41.7060304016,5267.51038408,-1445.08946818,194791.889283,-15204.7034368,660439.4811,-187706.378262,145079.979362,-161.841908137,249885.493309,-26.3989253857,394904.432542,-11.8855523863,53927.0598135,-0.764247086747,25116.7265062,-3.93479948542,-3740.46778237,6187.43022076,1783.536457,-0.223620642506,548.665680554,-0.0635489611617,121.206258707,-4.81356599677,8.33142042128,-1.38345893756,2.6563971207,-0.7660169484
3193,NaMn,-0.309680918429,3.08935317203,94.5343455432,-7.21078551005,3524.2127905,-1530.13835784,101319.770562,-9966.09352211,337302.378808,-128367.830087,70914.7780427,-178.17435676,122142.0667,-28.5103579193,196319.932546,-13.0461376696,26808.9309083,-0.8388768194,12486.0463474,-4.27064480861,6865.85938181,-706.599135166,902.850666234,-0.244484553435,277.741466702,-0.0694773724264,-42.498508002,72.5843920014,4.45609081922,-1.49950028772,2.33986040156,-1.10101211263
3194,PrTa,3.45534679313,4.20221702687,182.040149296,-81.7780869295,4481.12049371,-2677.37977027,99135.0151814,-11313.2691323,27675.2524915,551474.745264,77357.0122609,-176.755666356,133238.282259,-28.3269558707,222473.745046,-12.8932872211,30380.4191894,-0.829047999111,14149.5204396,-4.22643703678,7581.76349596,-697.533324001,1020.25642792,-0.241703149011,313.858838216,-0.0686870475344,73.2067473159,-5.26823923309,4.70342145783,-1.49209431605,2.36006235145,-1.07963211115
3195,RuBr,-3.48636940154,-0.727563242802,-58.1808659421,22.2557108023,1389.99946572,204.981097749,92415.5022463,-9094.24261762,321077.954301,-128324.803084,66033.2078491,-179.249362193,113733.965767,-28.64826186,201309.588796,-13.0169766746,27490.3059083,-0.837001659272,12803.4055576,-4.26213315751,7024.45106979,-704.590818316,928.859211149,-0.243868397287,285.742450909,-0.0693022871866,67.5185293725,-5.32212062451,4.27348255984,-1.50496823784,2.32494493221,-1.11679735902
3196,NaTa,1.04205785774,5.04535010903,186.546177353,-40.0895038464,13250.2295889,-1027.93679045,718382.753333,-33021.4513801,2443641.76819,-487521.936702,565251.781634,-69.3128749586,973596.68279,-14.4454176036,1506447.62002,-5.38937234636,205716.145745,-0.346519929302,95814.8043956,-2.05501192795,43616.347338,-241.211414319,6929.80427782,-0.101702843268,2131.80509185,-0.0289065054981,440.99501822,-1.78438119858,32.5023598362,-0.659693804745,4.77940381893,1.5372395454
3197,HgRu,-4.16357361585,0.349621641156,48.6132572715,97.4173031307,2983.77722022,-1150.96771693,90541.7862766,-10436.9804988,6204.43567242,486704.750732,63456.7547868,-179.816741322,109296.237628,-28.723599754,158367.182547,-13.2679445232,21626.2160647,-0.853139773328,10072.1176854,-4.33482954836,-3746.58554237,6922.61877641,748.309406512,-0.248145717395,230.200146467,-0.0705176733787,-41.8115228103,-5.3581555641,3.54046695608,-1.52691736967,2.26507219403,-1.18016150146
3198,HoW,2.00450979937,5.35052746927,177.777275634,-54.4553235032,4767.45799847,-2322.77613098,127505.718978,-11123.1640912,414742.55736,-141712.586484,89033.8869767,-174.184218386,153350.733099,-27.9955062025,241795.370045,-12.7803660534,33018.9270018,-0.821786763156,15378.4452871,-4.19368039394,8167.52870307,-690.115519508,1116.32002653,-0.239427351688,343.41076869,-0.068040404451,79.185395475,-5.21160675437,5.15531193055,-1.47856308491,2.39697271365,-1.04056936709
3199,EuTa,2.91791830971,4.19474182778,183.299423475,-104.5480527,9670.36854762,-3370.40374736,344993.734982,-23375.5309041,1142014.745,-265021.247881,259993.195315,-136.536048215,447814.002585,-23.1327429573,692610.370037,-10.1456727391,94580.9113743,-0.652366724944,44051.8791191,-3.43142476502,20755.6715546,-530.706286129,3180.73201325,-0.190520342783,978.483010579,-0.0541437256404,207.666683188,-3.9945734722,14.8664529727,-1.18777648512,3.19017835557,-0.201108924718
3200,EuNp,2.86357118382,-0.629297867692,-28.6859534354,-56.644156982,-1102.35837648,62.8833108437,-65208.4870325,-2202.52821172,-218685.285661,-22397.6802792,-60250.579604,-207.059216867,-103779.417898,-32.2431622239,-165622.595768,-15.161434542,-22616.8846415,-0.974897833739,-10534.7784865,-4.88289057403,-3293.25311129,-835.248480302,-763.208972275,-0.283954385087,-234.786202485,-0.0806925411835,-41.4998002416,-3.54642710407,-3.6982781885,-1.12893490072,0.37903775158,-1.13804709219
3201,SnB,-3.77318507191,-1.00674208359,40.8203821157,116.806300681,6469.9792438,1834.96155403,523786.190822,-18370.93335,1832279.31983,-372639.276505,425965.910024,-99.9860114368,733688.287058,-18.4065343583,1161495.12003,-7.4053745768,158610.442622,-0.476155939324,73874.6044942,-2.63809476874,33894.4916259,-364.323582997,5335.45369233,-0.139473849629,1641.3372153,-0.0396390440782,343.231457743,-2.71044217603,25.1129911164,-0.880958164442,4.02711516366,0.6846328124
